"state","year","quarter","district","registered_user","app_open"
"andhra-pradesh",2018,4,"krishna ","682479","0"
"andhra-pradesh",2018,4,"psr nellore ","407495","0"
"andhra-pradesh",2018,4,"vizianagaram ","257824","0"
"andhra-pradesh",2018,4,"ysr ","387058","0"
"andhra-pradesh",2018,4,"west godavari ","435668","0"
"andhra-pradesh",2018,4,"hittoor ","665280","0"
"andhra-pradesh",2019,1,"east godavari ","839277","0"
"andhra-pradesh",2019,1,"kakulam ","345775","0"
"andhra-pradesh",2019,1,"visakhapatnam ","1174517","0"
"andhra-pradesh",2019,1,"prakasam ","474260","0"
"andhra-pradesh",2019,1,"anantapur ","612162","0"
"andhra-pradesh",2019,1,"kurnool ","599422","0"
"andhra-pradesh",2019,1,"guntur ","802394","0"
"andhra-pradesh",2019,1,"krishna ","833694","0"
"andhra-pradesh",2019,1,"psr nellore ","491908","0"
"andhra-pradesh",2019,1,"vizianagaram ","313334","0"
"andhra-pradesh",2019,1,"ysr ","460590","0"
"andhra-pradesh",2019,1,"west godavari ","523372","0"
"andhra-pradesh",2019,1,"hittoor ","812314","0"
"andhra-pradesh",2019,2,"east godavari ","945181","7156762"
"andhra-pradesh",2019,2,"kakulam ","392764","3230330"
"andhra-pradesh",2019,2,"visakhapatnam ","1318740","13681907"
"andhra-pradesh",2019,2,"prakasam ","539462","4488365"
"andhra-pradesh",2019,2,"anantapur ","695114","6056591"
"andhra-pradesh",2019,2,"kurnool ","680118","6240480"
"andhra-pradesh",2019,2,"guntur ","915256","7268875"
"andhra-pradesh",2019,2,"krishna ","952300","7822632"
"andhra-pradesh",2019,2,"psr nellore ","558303","4774473"
"andhra-pradesh",2019,2,"vizianagaram ","355058","3541678"
"andhra-pradesh",2019,2,"ysr ","519031","4345848"
"andhra-pradesh",2019,2,"west godavari ","592185","3853094"
"andhra-pradesh",2019,2,"hittoor ","925491","8914216"
"andhra-pradesh",2019,3,"east godavari ","1057167","28275322"
"andhra-pradesh",2019,3,"kakulam ","437939","11813195"
"andhra-pradesh",2019,3,"visakhapatnam ","1460464","54836001"
"andhra-pradesh",2019,3,"prakasam ","598568","16267041"
"andhra-pradesh",2019,3,"anantapur ","773656","22845084"
"andhra-pradesh",2019,3,"kurnool ","755024","22827473"
"andhra-pradesh",2019,3,"guntur ","1026418","28477132"
"andhra-pradesh",2019,3,"krishna ","1066546","30077671"
"andhra-pradesh",2019,3,"psr nellore ","619592","17768733"
"andhra-pradesh",2019,3,"vizianagaram ","394375","13065845"
"andhra-pradesh",2019,3,"ysr ","574109","15833900"
"andhra-pradesh",2019,3,"west godavari ","662102","14227407"
"andhra-pradesh",2019,3,"hittoor ","1032733","34638738"
"andhra-pradesh",2019,4,"east godavari ","1195228","38299189"
"andhra-pradesh",2019,4,"kakulam ","496266","16353822"
"andhra-pradesh",2019,4,"visakhapatnam ","1620235","70749983"
"andhra-pradesh",2019,4,"prakasam ","673522","21639748"
"andhra-pradesh",2019,4,"anantapur ","873033","30278539"
"andhra-pradesh",2019,4,"kurnool ","846885","29676997"
"andhra-pradesh",2019,4,"guntur ","1158708","37846179"
"andhra-pradesh",2019,4,"krishna ","1199971","39407473"
"andhra-pradesh",2019,4,"psr nellore ","697154","23608360"
"andhra-pradesh",2019,4,"vizianagaram ","443810","17515311"
"andhra-pradesh",2019,4,"ysr ","646642","21543798"
"andhra-pradesh",2019,4,"west godavari ","750078","19393528"
"andhra-pradesh",2019,4,"hittoor ","1156351","44888591"
"andhra-pradesh",2020,1,"east godavari ","1329664","46142746"
"andhra-pradesh",2020,1,"kakulam ","552007","20975989"
"andhra-pradesh",2020,1,"visakhapatnam ","1763581","77558624"
"andhra-pradesh",2020,1,"prakasam ","748655","26870693"
"andhra-pradesh",2020,1,"anantapur ","971850","36900103"
"andhra-pradesh",2020,1,"kurnool ","936293","34198350"
"andhra-pradesh",2020,1,"guntur ","1289678","45282758"
"andhra-pradesh",2020,1,"krishna ","1331602","46079408"
"andhra-pradesh",2020,1,"psr nellore ","775440","28879364"
"andhra-pradesh",2020,1,"vizianagaram ","490683","21562104"
"andhra-pradesh",2020,1,"ysr ","717865","26166193"
"andhra-pradesh",2020,1,"west godavari ","843835","24542868"
"andhra-pradesh",2020,1,"hittoor ","1270907","51354573"
"andhra-pradesh",2020,2,"east godavari ","1459116","45884498"
"andhra-pradesh",2020,2,"kakulam ","608002","23808009"
"andhra-pradesh",2020,2,"visakhapatnam ","1904719","69684456"
"andhra-pradesh",2020,2,"prakasam ","830709","32255276"
"andhra-pradesh",2020,2,"anantapur ","1076953","39704703"
"andhra-pradesh",2020,2,"kurnool ","1035093","36268390"
"andhra-pradesh",2020,2,"guntur ","1426271","44267596"
"andhra-pradesh",2020,2,"krishna ","1459041","41234166"
"andhra-pradesh",2020,2,"psr nellore ","854459","30816403"
"andhra-pradesh",2020,2,"vizianagaram ","537798","24370380"
"andhra-pradesh",2020,2,"ysr ","796769","29644037"
"andhra-pradesh",2020,2,"west godavari ","944829","26583613"
"andhra-pradesh",2020,2,"hittoor ","1385916","49820171"
"andhra-pradesh",2020,3,"east godavari ","1601940","64292857"
"andhra-pradesh",2020,3,"kakulam ","667858","31794753"
"andhra-pradesh",2020,3,"visakhapatnam ","2058346","102589371"
"andhra-pradesh",2020,3,"prakasam ","915240","44970519"
"andhra-pradesh",2020,3,"anantapur ","1186851","55714787"
"andhra-pradesh",2020,3,"kurnool ","1132240","49164718"
"andhra-pradesh",2020,3,"guntur ","1567595","62427501"
"andhra-pradesh",2020,3,"krishna ","1599289","61028114"
"andhra-pradesh",2020,3,"psr nellore ","937176","43951448"
"andhra-pradesh",2020,3,"vizianagaram ","587784","31199437"
"andhra-pradesh",2020,3,"ysr ","877909","41578067"
"andhra-pradesh",2020,3,"west godavari ","1053674","38126238"
"andhra-pradesh",2020,3,"hittoor ","1506503","69462572"
"andhra-pradesh",2020,4,"east godavari ","1746280","82605352"
"andhra-pradesh",2020,4,"kakulam ","726761","36770992"
"andhra-pradesh",2020,4,"visakhapatnam ","2209658","124730170"
"andhra-pradesh",2020,4,"prakasam ","999462","52839846"
"andhra-pradesh",2020,4,"anantapur ","1295872","69562398"
"andhra-pradesh",2020,4,"kurnool ","1230466","60615045"
"andhra-pradesh",2020,4,"guntur ","1712940","81291172"
"andhra-pradesh",2020,4,"krishna ","1744028","81787771"
"andhra-pradesh",2020,4,"psr nellore ","1022944","54765443"
"andhra-pradesh",2020,4,"vizianagaram ","634462","35110885"
"andhra-pradesh",2020,4,"ysr ","959182","49596303"
"andhra-pradesh",2020,4,"west godavari ","1163179","51170162"
"andhra-pradesh",2020,4,"hittoor ","1631331","88232999"
"andhra-pradesh",2021,1,"east godavari ","1878769","91478749"
"andhra-pradesh",2021,1,"kakulam ","782604","40590058"
"andhra-pradesh",2021,1,"visakhapatnam ","2368081","135908324"
"andhra-pradesh",2021,1,"prakasam ","1075936","56911479"
"andhra-pradesh",2021,1,"anantapur ","1394849","73375049"
"andhra-pradesh",2021,1,"kurnool ","1323411","65326230"
"andhra-pradesh",2021,1,"guntur ","1843237","92731167"
"andhra-pradesh",2021,1,"krishna ","1876458","92941553"
"andhra-pradesh",2021,1,"psr nellore ","1100541","60691988"
"andhra-pradesh",2021,1,"vizianagaram ","681621","37752539"
"andhra-pradesh",2021,1,"ysr ","1032689","53525815"
"andhra-pradesh",2021,1,"west godavari ","1254117","57392671"
"andhra-pradesh",2021,1,"hittoor ","1751420","99083825"
"andhra-pradesh",2021,2,"east godavari ","2006272","84705076"
"andhra-pradesh",2021,2,"kakulam ","837958","43740255"
"andhra-pradesh",2021,2,"visakhapatnam ","2526830","114313154"
"andhra-pradesh",2021,2,"prakasam ","1151232","76850749"
"andhra-pradesh",2021,2,"anantapur ","1492738","104568606"
"andhra-pradesh",2021,2,"kurnool ","1415585","81894678"
"andhra-pradesh",2021,2,"guntur ","1968681","88248064"
"andhra-pradesh",2021,2,"krishna ","2002662","85771678"
"andhra-pradesh",2021,2,"psr nellore ","1176334","74049216"
"andhra-pradesh",2021,2,"vizianagaram ","729509","42684475"
"andhra-pradesh",2021,2,"ysr ","1103004","72255265"
"andhra-pradesh",2021,2,"west godavari ","1339377","65118788"
"andhra-pradesh",2021,2,"hittoor ","1870723","110505432"
"andhra-pradesh",2021,3,"east godavari ","2150622","103626560"
"andhra-pradesh",2021,3,"kakulam ","902008","48622126"
"andhra-pradesh",2021,3,"visakhapatnam ","2707931","139540800"
"andhra-pradesh",2021,3,"prakasam ","1239147","91533813"
"andhra-pradesh",2021,3,"anantapur ","1606735","124985545"
"andhra-pradesh",2021,3,"kurnool ","1522196","101210508"
"andhra-pradesh",2021,3,"guntur ","2110878","106621413"
"andhra-pradesh",2021,3,"krishna ","2145423","104358295"
"andhra-pradesh",2021,3,"psr nellore ","1263550","90102349"
"andhra-pradesh",2021,3,"vizianagaram ","784444","46277311"
"andhra-pradesh",2021,3,"ysr ","1183377","86369956"
"andhra-pradesh",2021,3,"west godavari ","1436576","80244808"
"andhra-pradesh",2021,3,"hittoor ","2007011","135043395"
"andhra-pradesh",2021,4,"east godavari ","2294347","142536856"
"andhra-pradesh",2021,4,"kakulam ","965335","61654215"
"andhra-pradesh",2021,4,"visakhapatnam ","2888774","188757640"
"andhra-pradesh",2021,4,"prakasam ","1325728","86410317"
"andhra-pradesh",2021,4,"anantapur ","1719437","120768682"
"andhra-pradesh",2021,4,"kurnool ","1628242","97379271"
"andhra-pradesh",2021,4,"guntur ","2252443","130920743"
"andhra-pradesh",2021,4,"krishna ","2288148","134436469"
"andhra-pradesh",2021,4,"psr nellore ","1349290","90814672"
"andhra-pradesh",2021,4,"vizianagaram ","839606","56101822"
"andhra-pradesh",2021,4,"ysr ","1262963","83534122"
"andhra-pradesh",2021,4,"west godavari ","1532898","100007280"
"andhra-pradesh",2021,4,"hittoor ","2141818","154395512"
"andhra-pradesh",2022,1,"east godavari ","2432305","87134562"
"andhra-pradesh",2022,1,"kakulam ","1027283","46691467"
"andhra-pradesh",2022,1,"visakhapatnam ","3061324","88803090"
"andhra-pradesh",2022,1,"prakasam ","1408929","104851997"
"andhra-pradesh",2022,1,"anantapur ","1827094","155792533"
"andhra-pradesh",2022,1,"kurnool ","1729513","119653214"
"andhra-pradesh",2022,1,"guntur ","2387051","88844052"
"andhra-pradesh",2022,1,"krishna ","2423373","85871644"
"andhra-pradesh",2022,1,"psr nellore ","1431664","101671767"
"andhra-pradesh",2022,1,"vizianagaram ","892889","44804002"
"andhra-pradesh",2022,1,"ysr ","1339782","98878499"
"andhra-pradesh",2022,1,"west godavari ","1626039","87642475"
"andhra-pradesh",2022,1,"hittoor ","2270705","144146671"
"andhra-pradesh",2022,2,"east godavari ","2564165","93383888"
"andhra-pradesh",2022,2,"kakulam ","1086164","51087942"
"andhra-pradesh",2022,2,"visakhapatnam ","3226029","93552701"
"andhra-pradesh",2022,2,"prakasam ","1487589","108172758"
"andhra-pradesh",2022,2,"anantapur ","1928213","181499094"
"andhra-pradesh",2022,2,"kurnool ","1825280","136447455"
"andhra-pradesh",2022,2,"guntur ","2514794","91997209"
"andhra-pradesh",2022,2,"krishna ","2552107","95341487"
"andhra-pradesh",2022,2,"psr nellore ","1509927","108755384"
"andhra-pradesh",2022,2,"vizianagaram ","943242","50230853"
"andhra-pradesh",2022,2,"ysr ","1412848","106157470"
"andhra-pradesh",2022,2,"west godavari ","1714357","103338893"
"andhra-pradesh",2022,2,"hittoor ","2392549","158771722"
"andhra-pradesh",2022,3,"east godavari ","2702234","85780890"
"andhra-pradesh",2022,3,"kakulam ","1147016","46323107"
"andhra-pradesh",2022,3,"visakhapatnam ","3397514","87888969"
"andhra-pradesh",2022,3,"prakasam ","1567520","114185009"
"andhra-pradesh",2022,3,"anantapur ","2030824","181038520"
"andhra-pradesh",2022,3,"kurnool ","1924127","143715547"
"andhra-pradesh",2022,3,"guntur ","2647100","91146114"
"andhra-pradesh",2022,3,"krishna ","2685215","86220959"
"andhra-pradesh",2022,3,"psr nellore ","1588875","105928407"
"andhra-pradesh",2022,3,"vizianagaram ","995141","46767889"
"andhra-pradesh",2022,3,"ysr ","1487140","107976611"
"andhra-pradesh",2022,3,"west godavari ","1805967","97509407"
"andhra-pradesh",2022,3,"hittoor ","2517657","162524274"
"andhra-pradesh",2022,4,"east godavari ","2835087","173720880"
"andhra-pradesh",2022,4,"kakulam ","1204785","72666058"
"andhra-pradesh",2022,4,"visakhapatnam ","3566854","208604256"
"andhra-pradesh",2022,4,"prakasam ","1642503","94432083"
"andhra-pradesh",2022,4,"anantapur ","2128066","136685634"
"andhra-pradesh",2022,4,"kurnool ","2018290","105333688"
"andhra-pradesh",2022,4,"guntur ","2774365","144773169"
"andhra-pradesh",2022,4,"krishna ","2813645","156902257"
"andhra-pradesh",2022,4,"psr nellore ","1663684","103101986"
"andhra-pradesh",2022,4,"vizianagaram ","1044490","64406405"
"andhra-pradesh",2022,4,"ysr ","1556901","93975668"
"andhra-pradesh",2022,4,"west godavari ","1893310","129116752"
"andhra-pradesh",2022,4,"hittoor ","2636036","189655966"
"andhra-pradesh",2023,1,"east godavari ","2965296","98931582"
"andhra-pradesh",2023,1,"kakulam ","1263204","48743038"
"andhra-pradesh",2023,1,"visakhapatnam ","3732544","107253885"
"andhra-pradesh",2023,1,"prakasam ","1719910","112502189"
"andhra-pradesh",2023,1,"anantapur ","2228505","177793392"
"andhra-pradesh",2023,1,"kurnool ","2114023","149581663"
"andhra-pradesh",2023,1,"guntur ","2900895","103514892"
"andhra-pradesh",2023,1,"krishna ","2941585","98727644"
"andhra-pradesh",2023,1,"psr nellore ","1740294","111993275"
"andhra-pradesh",2023,1,"vizianagaram ","1094782","55519223"
"andhra-pradesh",2023,1,"ysr ","1628595","109842928"
"andhra-pradesh",2023,1,"west godavari ","1980446","102965151"
"andhra-pradesh",2023,1,"hittoor ","2755784","164669558"
"andhra-pradesh",2023,2,"east godavari ","3082893","101375784"
"andhra-pradesh",2023,2,"kakulam ","1317771","48040159"
"andhra-pradesh",2023,2,"visakhapatnam ","3877504","115516314"
"andhra-pradesh",2023,2,"prakasam ","1792637","104288559"
"andhra-pradesh",2023,2,"anantapur ","2323796","164437247"
"andhra-pradesh",2023,2,"kurnool ","2202517","142843895"
"andhra-pradesh",2023,2,"guntur ","3014655","97915941"
"andhra-pradesh",2023,2,"krishna ","3054956","99723659"
"andhra-pradesh",2023,2,"psr nellore ","1811781","113350865"
"andhra-pradesh",2023,2,"vizianagaram ","1141578","55405616"
"andhra-pradesh",2023,2,"ysr ","1694843","98586928"
"andhra-pradesh",2023,2,"west godavari ","2059880","116005083"
"andhra-pradesh",2023,2,"hittoor ","2865250","170462384"
"arunachal-pradesh",2018,1,"lower subansiri ","498","0"
"arunachal-pradesh",2018,1,"ap ","557","0"
"arunachal-pradesh",2018,1,"papum pare ","7649","0"
"arunachal-pradesh",2018,1,"anjaw ","278","0"
"arunachal-pradesh",2018,1,"lower siang ","270","0"
"arunachal-pradesh",2018,1,"bang valley ","66","0"
"arunachal-pradesh",2018,1,"west kameng ","2202","0"
"arunachal-pradesh",2018,1,"hi yomi ","49","0"
"arunachal-pradesh",2018,1,"east kameng ","222","0"
"arunachal-pradesh",2018,1,"lohit ","1207","0"
"arunachal-pradesh",2018,1,"lepa rada ","210","0"
"arunachal-pradesh",2018,1,"lower dibang valley ","601","0"
"arunachal-pradesh",2018,1,"longding ","256","0"
"arunachal-pradesh",2018,1,"west siang ","846","0"
"arunachal-pradesh",2018,1,"kamle ","22","0"
"arunachal-pradesh",2018,1,"upper siang ","301","0"
"arunachal-pradesh",2018,1,"kurung kumey ","97","0"
"arunachal-pradesh",2018,1,"ang ","192","0"
"arunachal-pradesh",2018,1,"kra daadi ","88","0"
"arunachal-pradesh",2018,1,"hanglang ","1208","0"
"arunachal-pradesh",2018,1,"pakke kessang ","39","0"
"arunachal-pradesh",2018,1,"east siang ","1803","0"
"arunachal-pradesh",2018,1,"upper subansiri ","572","0"
"arunachal-pradesh",2018,1,"awang ","1525","0"
"arunachal-pradesh",2018,1,"namsai ","737","0"
"arunachal-pradesh",2018,2,"lower subansiri ","724","0"
"arunachal-pradesh",2018,2,"ap ","856","0"
"arunachal-pradesh",2018,2,"papum pare ","11418","0"
"arunachal-pradesh",2018,2,"anjaw ","410","0"
"arunachal-pradesh",2018,2,"lower siang ","494","0"
"arunachal-pradesh",2018,2,"bang valley ","112","0"
"arunachal-pradesh",2018,2,"west kameng ","3442","0"
"arunachal-pradesh",2018,2,"hi yomi ","80","0"
"arunachal-pradesh",2018,2,"east kameng ","343","0"
"arunachal-pradesh",2018,2,"lohit ","1898","0"
"arunachal-pradesh",2018,2,"lepa rada ","318","0"
"arunachal-pradesh",2018,2,"lower dibang valley ","893","0"
"arunachal-pradesh",2018,2,"longding ","412","0"
"arunachal-pradesh",2018,2,"west siang ","1224","0"
"arunachal-pradesh",2018,2,"kamle ","37","0"
"arunachal-pradesh",2018,2,"upper siang ","481","0"
"arunachal-pradesh",2018,2,"kurung kumey ","153","0"
"arunachal-pradesh",2018,2,"ang ","293","0"
"arunachal-pradesh",2018,2,"kra daadi ","144","0"
"arunachal-pradesh",2018,2,"hanglang ","2014","0"
"arunachal-pradesh",2018,2,"pakke kessang ","66","0"
"arunachal-pradesh",2018,2,"east siang ","2646","0"
"arunachal-pradesh",2018,2,"upper subansiri ","883","0"
"arunachal-pradesh",2018,2,"awang ","2266","0"
"arunachal-pradesh",2018,2,"namsai ","1276","0"
"arunachal-pradesh",2018,3,"lower subansiri ","1033","0"
"arunachal-pradesh",2018,3,"ap ","1226","0"
"arunachal-pradesh",2018,3,"papum pare ","16009","0"
"arunachal-pradesh",2018,3,"anjaw ","542","0"
"arunachal-pradesh",2018,3,"lower siang ","717","0"
"arunachal-pradesh",2018,3,"bang valley ","145","0"
"arunachal-pradesh",2018,3,"west kameng ","4765","0"
"arunachal-pradesh",2018,3,"hi yomi ","118","0"
"arunachal-pradesh",2018,3,"east kameng ","521","0"
"arunachal-pradesh",2018,3,"lohit ","2612","0"
"arunachal-pradesh",2018,3,"lepa rada ","431","0"
"arunachal-pradesh",2018,3,"lower dibang valley ","1286","0"
"arunachal-pradesh",2018,3,"longding ","644","0"
"arunachal-pradesh",2018,3,"west siang ","1652","0"
"arunachal-pradesh",2018,3,"kamle ","65","0"
"arunachal-pradesh",2018,3,"upper siang ","646","0"
"arunachal-pradesh",2018,3,"kurung kumey ","222","0"
"arunachal-pradesh",2018,3,"ang ","373","0"
"arunachal-pradesh",2018,3,"kra daadi ","190","0"
"arunachal-pradesh",2018,3,"hanglang ","2889","0"
"arunachal-pradesh",2018,3,"pakke kessang ","103","0"
"arunachal-pradesh",2018,3,"east siang ","3590","0"
"arunachal-pradesh",2018,3,"upper subansiri ","1169","0"
"arunachal-pradesh",2018,3,"awang ","3112","0"
"arunachal-pradesh",2018,3,"namsai ","1862","0"
"arunachal-pradesh",2018,4,"lower subansiri ","1459","0"
"arunachal-pradesh",2018,4,"ap ","1684","0"
"arunachal-pradesh",2018,4,"papum pare ","21342","0"
"arunachal-pradesh",2018,4,"anjaw ","744","0"
"arunachal-pradesh",2018,4,"lower siang ","936","0"
"arunachal-pradesh",2018,4,"bang valley ","178","0"
"arunachal-pradesh",2018,4,"west kameng ","6492","0"
"arunachal-pradesh",2018,4,"hi yomi ","144","0"
"arunachal-pradesh",2018,4,"east kameng ","691","0"
"arunachal-pradesh",2018,4,"lohit ","3588","0"
"arunachal-pradesh",2018,4,"lepa rada ","548","0"
"arunachal-pradesh",2018,4,"lower dibang valley ","1827","0"
"arunachal-pradesh",2018,4,"longding ","923","0"
"arunachal-pradesh",2018,4,"west siang ","2117","0"
"arunachal-pradesh",2018,4,"kamle ","109","0"
"arunachal-pradesh",2018,4,"upper siang ","868","0"
"arunachal-pradesh",2018,4,"kurung kumey ","321","0"
"arunachal-pradesh",2018,4,"ang ","483","0"
"arunachal-pradesh",2018,4,"kra daadi ","255","0"
"arunachal-pradesh",2018,4,"hanglang ","4036","0"
"arunachal-pradesh",2018,4,"pakke kessang ","138","0"
"arunachal-pradesh",2018,4,"east siang ","4813","0"
"arunachal-pradesh",2018,4,"upper subansiri ","1576","0"
"arunachal-pradesh",2018,4,"awang ","4085","0"
"arunachal-pradesh",2018,4,"namsai ","2495","0"
"arunachal-pradesh",2019,1,"lower subansiri ","1879","0"
"arunachal-pradesh",2019,1,"ap ","2082","0"
"arunachal-pradesh",2019,1,"papum pare ","26298","0"
